name,alt_names,ra_deg,dec_deg,t0_utc,t0_met,t0_precision,in_fermi_era,time_type,time_value,time_scale,redshift,dist_note,class,subclass,gold,radio_loud,xray_loud,spec_confirmed,sample_paper,coord_source,time_source,z_source,merged_from,verification,notes,tier,tier_note,timing_quality,min_window_s,tier_role
DES13X3nyg,,36.99238,-3.91335,2013-10-26T00:00:00.000,404438403.00,day,y,peak,56591,MJD,0.71,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
PS1-13duy,,335.449704,-0.243039,2013-10-30T04:48:00.000,404801283.00,subday,y,first_detection,56595.2,MJD,0.270,d_L=1364.5 Mpc (Drout+2014 Table 1),FBOT_survey,silver,n,,,y,"Drout+2014 ApJ 794,23 (arXiv:1405.3668)",Drout+2014 Table 1 via VizieR J/ApJ/794/23/table1; cross-checked ar5iv HTML arXiv:1405.3668,VizieR J/ApJ/794/23/table2 (first photometry point not flagged as 3-sigma upper limit),Drout+2014 Table 1 via VizieR J/ApJ/794/23/table1,drout14_ps1,VERIFIED,first det z_P1=23.17 mag at MJD 56595.2; discovery date 2013-11-01 (Table 1); observed g_P1 max at MJD 56601.2 (VizieR table2 Phase=0); transient spectrum at +2d (Table 3); blue continuum,B1,spectroscopically classified rapid transient (silver),subday,10,comparison
PS1-13dwm,,335.050338,0.939542,2013-11-05T00:00:00.000,405302403.00,day,y,discovery,2013-11-05,UTC-ISO,0.245,d_L=1220.8 Mpc (Drout+2014 Table 1),FBOT_survey,silver,n,,,host_z_only,"Drout+2014 ApJ 794,23 (arXiv:1405.3668)",Drout+2014 Table 1 via VizieR J/ApJ/794/23/table1; cross-checked ar5iv HTML arXiv:1405.3668,Drout+2014 Table 1 'Disc. Date (UT)' via VizieR J/ApJ/794/23/table1 and ar5iv HTML,Drout+2014 Table 1 via VizieR J/ApJ/794/23/table1,drout14_ps1,VERIFIED,"host-galaxy spectrum only (Table 3); NO photometry rows in machine-readable VizieR table2, so no first-detection/peak MJD could be extracted; anchor is Table 1 discovery date",B2,photometric rapidly-evolving transient,day,100000,comparison
DES13X3pby,,36.33325,-5.31405,2013-11-06T00:00:00.000,405388803.00,day,y,peak,56602,MJD,0.96,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES13C1tgd,,54.06425,-27.63863,2013-11-19T00:00:00.000,406512003.00,day,y,peak,56615,MJD,0.20,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES13C3uig,,52.94396,-27.58554,2013-11-29T00:00:00.000,407376003.00,day,y,peak,56625,MJD,0.67,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, ACES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
PS1-13ess,,35.539283,-3.050142,2013-12-22T09:36:00.000,409397763.00,subday,y,first_detection,56648.4,MJD,0.296,d_L=1517.2 Mpc (Drout+2014 Table 1),FBOT_survey,silver,n,,,host_z_only,"Drout+2014 ApJ 794,23 (arXiv:1405.3668)",Drout+2014 Table 1 via VizieR J/ApJ/794/23/table1; cross-checked ar5iv HTML arXiv:1405.3668,VizieR J/ApJ/794/23/table2 (first photometry point not flagged as 3-sigma upper limit),Drout+2014 Table 1 via VizieR J/ApJ/794/23/table1,drout14_ps1,VERIFIED,first det z_P1=22.36 mag at MJD 56648.4; discovery date 2013-12-26 (Table 1); observed g_P1 max at MJD 56649.4 (VizieR table2 Phase=0); host-galaxy spectrum only (Table 3),B2,photometric rapidly-evolving transient,subday,10,comparison
DES13C3bcok,,53.02696,-28.62492,2013-12-27T00:00:00.000,409795203.00,day,y,peak,56653,MJD,0.35,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, AAT; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES13X3npb,,36.64213,-4.13388,2014-01-19T00:00:00.000,411782403.00,day,y,peak,56676,MJD,0.50,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
SHOOT14or,,231.60075,47.78537,2014-07-02T00:00:00.000,425952003.00,day,y,first_detection,2014-07-02,UTC-ISO,0.821,,FBOT_candidate,rapidly_rising,n,,,y,"Tanaka et al. 2016, ApJ (arXiv:1601.03261)","Tanaka+2016 Table 3 (arXiv:1601.03261), sexagesimal converted",Tanaka+2016 (arXiv:1601.03261); survey nights 2014 Jul 2-3 UT; measured rise rate 3.12 mag/day implies detection on both nights,Tanaka+2016 Table 3 (spec-z),misc_surveys,PARTIAL,Rapidly rising (>1 mag/day) transient from 2-night HSC survey; nature uncertain (young SN candidate),B1,spectroscopically classified rapid transient (rapidly_rising),day,100000,comparison
SHOOT14jr,,248.45829,34.46816,2014-07-02T00:00:00.000,425952003.00,day,y,first_detection,2014-07-02,UTC-ISO,0.384,,FBOT_candidate,rapidly_rising,n,,,y,"Tanaka et al. 2016, ApJ (arXiv:1601.03261)","Tanaka+2016 Table 3 (arXiv:1601.03261), sexagesimal converted",Tanaka+2016 (arXiv:1601.03261); survey nights 2014 Jul 2-3 UT; measured rise rate 1.61 mag/day implies detection on both nights,Tanaka+2016 Table 3 (spec-z),misc_surveys,PARTIAL,Rapidly rising (>1 mag/day) transient from 2-night HSC survey; nature uncertain (young SN candidate),B1,spectroscopically classified rapid transient (rapidly_rising),day,100000,comparison
SHOOT14di,,323.26779,9.59861,2014-07-02T13:17:45.600,425999868.60,subday,y,first_detection,56840.554,MJD,0.4229,,FBOT_candidate,rapid_decliner_SBO,n,,,y,"Tominaga et al. 2019, PASJ (arXiv:1909.03191)","Tominaga+2019 PASJ (arXiv:1909.03191), sexagesimal converted",Tominaga+2019 (arXiv:1909.03191): first detection MJD 56840.554 = 2014-07-02,Tominaga+2019 (spec-z from [OIII] host lines),misc_surveys,VERIFIED,"Rapidly declining (+1.83 mag/day rest-frame) HSC transient; M_3400A~-16.2; interpreted as shock breakout of low-energy SN IIP from 25 Msun RSG, not an FBOT proper",B1,spectroscopically classified rapid transient (rapid_decliner_SBO),subday,10,comparison
SHOOT14gp,,350.08667,28.41682,2014-07-03T00:00:00.000,426038403.00,day,y,first_detection,2014-07-03,UTC-ISO,0.635,,FBOT_candidate,rapidly_rising,n,,,y,"Tanaka et al. 2016, ApJ (arXiv:1601.03261)","Tanaka+2016 Table 3 (arXiv:1601.03261), sexagesimal converted","Tanaka+2016 (arXiv:1601.03261); survey nights 2014 Jul 2-3 UT; rise rate is lower limit (>3.10 mag/day) implying non-detection night 1, so first detection on night 2",Tanaka+2016 Table 3 (spec-z),misc_surveys,PARTIAL,Rapidly rising (>1 mag/day) transient from 2-night HSC survey; nature uncertain (young SN candidate); first-detection night inferred from lower-limit rise rate,B1,spectroscopically classified rapid transient (rapidly_rising),day,100000,comparison
SHOOT14ha,,350.43712,28.91383,2014-07-03T00:00:00.000,426038403.00,day,y,first_detection,2014-07-03,UTC-ISO,0.548,,FBOT_candidate,rapidly_rising,n,,,y,"Tanaka et al. 2016, ApJ (arXiv:1601.03261)","Tanaka+2016 Table 3 (arXiv:1601.03261), sexagesimal converted",Tanaka+2016 (arXiv:1601.03261); survey nights 2014 Jul 2-3 UT; rise rate lower limit (>1.19 mag/day) implies first detection on night 2,Tanaka+2016 Table 3 (spec-z),misc_surveys,PARTIAL,Rapidly rising (>1 mag/day) transient from 2-night HSC survey; nature uncertain; first-detection night inferred from lower-limit rise rate,B1,spectroscopically classified rapid transient (rapidly_rising),day,100000,comparison
SHOOT14ef,,322.78654,9.54836,2014-07-03T00:00:00.000,426038403.00,day,y,first_detection,2014-07-03,UTC-ISO,0.560,,FBOT_candidate,rapidly_rising,n,,,y,"Tanaka et al. 2016, ApJ (arXiv:1601.03261)","Tanaka+2016 Table 3 (arXiv:1601.03261), sexagesimal converted",Tanaka+2016 (arXiv:1601.03261); survey nights 2014 Jul 2-3 UT; rise rate lower limit (>1.31 mag/day) implies first detection on night 2,Tanaka+2016 Table 3 (spec-z),misc_surveys,PARTIAL,Rapidly rising (>1 mag/day) transient from 2-night HSC survey; nature uncertain; first-detection night inferred from lower-limit rise rate,B1,spectroscopically classified rapid transient (rapidly_rising),day,100000,comparison
DES14S2anq,,41.27779,-0.74521,2014-09-03T00:00:00.000,431395203.00,day,y,peak,56903,MJD,0.05,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, SDSS; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES14X1bnh,,33.74912,-4.79259,2014-09-15T00:00:00.000,432432003.00,day,y,peak,56915,MJD,0.83,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES14S2pli,,41.22817,-1.09798,2014-11-26T00:00:00.000,438652803.00,day,y,peak,56987,MJD,0.35,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES14X3pkl,,37.21100,-4.80734,2014-11-26T00:00:00.000,438652803.00,day,y,peak,56987,MJD,0.30,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES14S2plb,,41.85675,-1.61859,2014-11-29T00:00:00.000,438912003.00,day,y,peak,56990,MJD,0.12,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES14C3tvw,,53.32337,-27.90664,2015-01-07T00:00:00.000,442281603.00,day,y,peak,57029,MJD,0.70,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, ACES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
KSN 2015K,KSN2015K,202.96517,-10.73597,2015-07-31T14:24:00.000,460045444.00,subday,y,peak,57234.6,MJD,0.090,"410 Mpc (paper, H0=70); host 2MASX J13315109-1044061",FBOT_survey,FELT,n,,,y,"Rest et al. 2018, Nature Astronomy 2, 307 (arXiv:1804.04641)","Rest+2018 (arXiv:1804.04641): R.A.=13:31:51.64 Dec=-10:44:09.48, converted","Rest+2018 Methods: time of maximum BJD-2457235.1+/-0.1, converted BJD-2400000.5; rise time 2.2+/-0.1 d",Rest+2018 (arXiv:1804.04641),misc_surveys,VERIFIED,"Prototype fast-evolving luminous transient (FELT) from K2/Kepler C6; rise 2.2 d, t_1/2=6.8 d, L~1e43 erg/s; CSM-shock-breakout interpretation; identified Feb 2016 in archival K2 data",B1,spectroscopically classified rapid transient (FELT),subday,10,comparison
DES15X2ead,,36.48908,-6.45133,2015-09-08T00:00:00.000,463363204.00,day,y,peak,57273,MJD,0.23,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15S1fli,,43.18812,-0.88617,2015-09-11T00:00:00.000,463622404.00,day,y,peak,57276,MJD,0.45,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15S1fll,,42.78900,-0.19686,2015-09-11T00:00:00.000,463622404.00,day,y,peak,57276,MJD,0.23,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C2eal,,54.06117,-29.23037,2015-09-11T00:00:00.000,463622404.00,day,y,peak,57276,MJD,0.22,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C3lpq,,52.71204,-28.61308,2015-10-22T00:00:00.000,467164804.00,day,y,peak,57317,MJD,0.61,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C3lzm,,52.17442,-28.23193,2015-11-01T00:00:00.000,468028804.00,day,y,peak,57327,MJD,0.33,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, ATLAS; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C3mgq,,52.76900,-28.20882,2015-11-05T00:00:00.000,468374404.00,day,y,peak,57331,MJD,0.23,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15X3mxf,,36.74050,-5.23967,2015-11-30T00:00:00.000,470534404.00,day,y,peak,57356,MJD,0.44,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C3nat,,52.88517,-28.72363,2015-11-30T00:00:00.000,470534404.00,day,y,peak,57356,MJD,0.84,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15E2nqh,,9.73162,-43.08698,2015-12-10T00:00:00.000,471398404.00,day,y,peak,57366,MJD,0.52,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C3opp,,51.73971,-28.11489,2015-12-29T00:00:00.000,473040004.00,day,y,peak,57385,MJD,0.44,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES15C3opk,,51.66150,-28.34726,2016-01-02T00:00:00.000,473385604.00,day,y,peak,57389,MJD,0.57,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
iPTF16asu,,194.78867,13.80256,2016-05-11T06:14:24.000,484640068.00,subday,y,first_detection,57519.26,MJD,0.187,,FBOT_candidate,SN_IcBL,n,,,y,"Whitesides et al. 2017, ApJ 851, 107 (arXiv:1706.05018)","Whitesides+2017 (arXiv:1706.05018): RA=12h59m09.28s Dec=+13d48m09.2s, converted","Whitesides+2017: first detected P48 2016 May 11.26 UT (=MJD 57519.26, converted); peak MJD 57523.25+/-0.14",Whitesides+2017 (spec-z),misc_surveys,VERIFIED,"Luminous rapidly evolving SN: rest-frame rise ~4 d, M_g=-20.4; featureless blue continuum at peak then Ic-BL; commonly compared with FBOTs",B1,spectroscopically classified rapid transient (SN_IcBL),subday,10,comparison
DES16E2pv,,9.20912,-43.52782,2016-08-29T00:00:00.000,494121604.00,day,y,peak,57629,MJD,0.73,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES16C3axz,,52.80896,-28.66674,2016-09-12T00:00:00.000,495331204.00,day,y,peak,57643,MJD,0.23,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, AAT; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES16E1bir,,7.74433,-42.97699,2016-09-22T00:00:00.000,496195204.00,day,y,peak,57653,MJD,1.56,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),spec (host galaxy; VizieR J/MNRAS/481/894/table4),pursiainen18_des,VERIFIED,zspec from host-galaxy spectral features present in the transient spectrum (VizieR ReadMe note 3),B2,photometric rapidly-evolving transient,day,100000,comparison
DES16C1cbd,,54.85821,-27.67233,2016-09-29T00:00:00.000,496800004.00,day,y,peak,57660,MJD,0.54,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES16X3cxn,,36.83050,-4.95119,2016-11-02T00:00:00.000,499737604.00,day,y,peak,57694,MJD,0.58,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES16S1dxu,,42.68138,-0.70925,2016-11-25T00:00:00.000,501724804.00,day,y,peak,57717,MJD,0.14,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES16X1eho,,35.34529,-4.52573,2016-11-30T00:00:00.000,502156804.00,day,y,peak,57722,MJD,0.76,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, PRIMUS; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
DES16X3ega,,37.09879,-4.77672,2016-12-08T00:00:00.000,502848004.00,day,y,peak,57730,MJD,0.26,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, GAMA; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
AT 2016jll,HSC16apsu,150.48176,2.43983,2016-12-23T13:12:00.000,504191524.00,subday,y,discovery,2016-12-23T13:12:00,UTC-ISO,0.741,,FBOT_survey,rapid_transient,n,,,y,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 10:01:55.620 +02:26:23.40,TNS (wis-tns.org/object/2016jll),Toshikage+2024 Table 3 (spec-z),misc_surveys,VERIFIED,HSC-SSP rapid transient (ML-selected sample of 14); M_peak=-18.5,B1,spectroscopically classified rapid transient (rapid_transient),subday,10,comparison
HSC17auls,AT 2017kih,149.47971,2.41892,2017-01-02T12:14:24.000,505052069.00,subday,y,first_detection,57755.51,MJD,0.339,,FBOT_survey,RET,n,,,y,"Tampo et al. 2020, ApJ 894, 27 (arXiv:2003.02669)","Tampo+2020 Table 1 (arXiv:2003.02669), sexagesimal converted; matches Toshikage+2024 Table 3 decimal","Tampo+2020 Table 4 (first epoch with detection, i-band)",Tampo+2020 Table 1 (spec-z),misc_surveys,VERIFIED,"HSC-SSP COSMOS rapidly evolving transient; M_i,peak=-17.53+/-0.02; also in Toshikage+2024 sample",B1,spectroscopically classified rapid transient (RET),subday,10,comparison
